name|effect|imageUrl
Intriguing Stone|A rather curious stone that might appear to be valuable to some. It's all in the eye of the beholder.|https://img.pokemondb.net/sprites/items/intriguing-stone.png
Iron|Increases Defense EVs by 10.|https://img.pokemondb.net/sprites/items/iron.png
Iron Ball|A Pokémon held item that cuts Speed. It makes Flying-type and levitating holders susceptible to Ground moves.|https://img.pokemondb.net/sprites/items/iron-ball.png
Iron Plate|Increases power of Steel-type moves. Changes Arceus' type to Steel.|https://img.pokemondb.net/sprites/items/iron-plate.png
Item Drop|When used, it causes an ally Pokémon to drop a held item.|https://img.pokemondb.net/sprites/items/item-drop.png
Item Urge|When used, it causes an ally Pokémon to use its held item.|https://img.pokemondb.net/sprites/items/item-urge.png
Jaboca Berry|If held by a Pokémon and a physical attack lands, the attacker also takes damage.|https://img.pokemondb.net/sprites/items/jaboca-berry.png
Kangaskhanite|Enables Kangaskhan to Mega Evolve during battle.|https://img.pokemondb.net/sprites/items/kangaskhanite.png
Kasib Berry|Weakens a supereffective Ghost-type attack against the holding Pokémon.|https://img.pokemondb.net/sprites/items/kasib-berry.png
Kebia Berry|Weakens a supereffective Poison-type attack against the holding Pokémon.|https://img.pokemondb.net/sprites/items/kebia-berry.png
Kee Berry|If held by a Pokémon, this Berry will increase the holder's Defense if it's hit with a physical move.|https://img.pokemondb.net/sprites/items/kee-berry.png
Kelpsy Berry|Increases Friendship but lowers Attack EVs.|https://img.pokemondb.net/sprites/items/kelpsy-berry.png
King's Rock|May cause opponent to flinch. Evolves Poliwhirl and Slowpoke when traded holding the item.|https://img.pokemondb.net/sprites/items/kings-rock.png
Kommonium Z|Allows Kommo-o to upgrade Clanging Scales to a Z-Move, Clangorous Soulblaze.|https://img.pokemondb.net/sprites/items/kommonium-z.png
Lagging Tail|Holder always attacks last.|https://img.pokemondb.net/sprites/items/lagging-tail.png
Lansat Berry|Increases critical-hit ratio when HP is low.|https://img.pokemondb.net/sprites/items/lansat-berry.png
Latiasite|Enables Latias to Mega Evolve during battle.|https://img.pokemondb.net/sprites/items/latiasite.png
Latiosite|Enables Latios to Mega Evolve during battle.|https://img.pokemondb.net/sprites/items/latiosite.png
Lava Cookie|Heals all major status conditions.|https://img.pokemondb.net/sprites/items/lava-cookie.png
Lax Incense|Lowers the opponent's accuracy. Breeding Wobbuffet produces Wynaut when held.|https://img.pokemondb.net/sprites/items/lax-incense.png
Leaf Letter|A letter written on a leaf. Something is written using Eevee's footprints.|https://img.pokemondb.net/s.png
Leaf Stone|Evolves certain species of Pokémon.|https://img.pokemondb.net/sprites/items/leaf-stone.png
Leftovers|An item to be held by a Pokémon. The holder's HP is gradually restored during battle.|https://img.pokemondb.net/sprites/items/leftovers.png
Lemonade|Restores 70 HP.|https://img.pokemondb.net/sprites/items/lemonade.png
Leppa Berry|If held by a Pokémon, it restores a move's PP by 10.|https://img.pokemondb.net/sprites/items/leppa-berry.png
Level Ball|A Poké Ball for catching Pokémon that are a lower level than your own.|https://img.pokemondb.net/sprites/items/level-ball.png
Liechi Berry|Raises Attack when HP is low.|https://img.pokemondb.net/sprites/items/liechi-berry.png
Life Orb|Increases the power of moves, but loses HP each turn.|https://img.pokemondb.net/sprites/items/life-orb.png
Light Ball|An item to be held by PIKACHU. It is a puzzling orb that raises the Attack and Sp. Atk stat.|https://img.pokemondb.net/sprites/items/light-ball.png
Light Clay|A Pokémon held item that extends the duration of barrier moves like Light Screen and Reflect used by the holder.|https://img.pokemondb.net/sprites/items/light-clay.png
Lone Earring||https://img.pokemondb.net/s.png
Looker Ticket|A ticket that was handmade by Looker. It's decorated with a liberal amount of glittery paint.|https://img.pokemondb.net/sprites/items/looker-ticket.png
Lopunnite|Enables Lopunny to Mega Evolve during battle.|https://img.pokemondb.net/sprites/items/lopunnite.png
Love Ball|Poké Ball for catching Pokémon that are the opposite gender of your Pokémon.|https://img.pokemondb.net/sprites/items/love-ball.png
Lucarionite|Enables Lucario to Mega Evolve during battle.|https://img.pokemondb.net/sprites/items/lucarionite.png
Luck Incense|Doubles prize money if held. Breeding Chansey or Blissey produces Happiny when held.|https://img.pokemondb.net/sprites/items/luck-incense.png
Lucky Egg|An item to be held by a Pokémon. It is an egg filled with happiness that earns extra Exp. Points in battle.|https://img.pokemondb.net/sprites/items/lucky-egg.png
Lucky Punch|Increases critical-hit ratio when held by Chansey.|https://img.pokemondb.net/sprites/items/lucky-punch.png
Lum Berry|If held by a Pokémon, it recovers from any status problem.|https://img.pokemondb.net/sprites/items/lum-berry.png
Luminous Moss|Raises Special Defense if hit by a Water-type move.|https://img.pokemondb.net/sprites/items/luminous-moss.png
Lumiose Galette|Heals all major status conditions.|https://img.pokemondb.net/sprites/items/lumiose-galette.png
Lunalium Z|Allows Lunala to upgrade Moongeist Beam to a Z-Move, Menacing Moonraze Maelstrom.|https://img.pokemondb.net/sprites/items/lunalium-z.png
Lure|Attracts Pokémon in the wild.|https://img.pokemondb.net/s.png
Lure Ball|A Poké Ball for catching Pokémon hooked by a Rod when fishing.|https://img.pokemondb.net/sprites/items/lure-ball.png
Lustrous Orb|Increases the power of Dragon- and Water-type moves when held by Palkia.|https://img.pokemondb.net/sprites/items/lustrous-orb.png
Luxury Ball|A comfortable Poké Ball that makes a caught wild Pokémon quickly grow friendly.|https://img.pokemondb.net/sprites/items/luxury-ball.png
Lycanium Z|Allows Lycanroc to upgrade Stone Edge to a Z-Move, Splintered Stormshards.|https://img.pokemondb.net/sprites/items/lycanium-z.png
Macho Brace|An item to be held by a Pokémon. It is a stiff and heavy brace that promotes strong growth but lowers Speed.|https://img.pokemondb.net/sprites/items/macho-brace.png
Magmarizer|Evolves Magmar when traded holding the item.|https://img.pokemondb.net/sprites/items/magmarizer.png
Magnet|Increases the power of Electric-type moves.|https://img.pokemondb.net/sprites/items/magnet.png
Mago Berry|Restores HP if it's low, but may cause confusion.|https://img.pokemondb.net/sprites/items/mago-berry.png
Magost Berry|A Berry which is very rare in the Unova region. A maniac will buy it for a high price.|https://img.pokemondb.net/sprites/items/magost-berry.png
Manectite|Enables Manectric to Mega Evolve during battle.|https://img.pokemondb.net/sprites/items/manectite.png
Maranga Berry|If held by a Pokémon, this Berry will increase the holder's Sp. Def if it's hit with a special move.|https://img.pokemondb.net/sprites/items/maranga-berry.png
Marble||https://img.pokemondb.net/s.png
Marshadium Z|Allows Marshadow to upgrade Spectral Thief to a Z-Move, Soul-Stealing 7-Star Strike.|https://img.pokemondb.net/sprites/items/marshadium-z.png
Master Ball|The best Ball with the ultimate level of performance. It will catch any wild Pokémon without fail.|https://img.pokemondb.net/sprites/items/master-ball.png
Mawilite|Enables Mawile to Mega Evolve during battle.|https://img.pokemondb.net/sprites/items/mawilite.png
Max Elixir|It fully restores the PP of all the moves learned by the targeted Pokémon.|https://img.pokemondb.net/sprites/items/max-elixir.png
Max Ether|It fully restores the PP of a single selected move that has been learned by the target Pokémon.|https://img.pokemondb.net/sprites/items/max-ether.png
Max Lure|Attracts Pokémon in the wild.|https://img.pokemondb.net/s.png
Max Potion|Fully restores HP.|https://img.pokemondb.net/sprites/items/max-potion.png
Max Repel|An item that prevents weak wild Pokémon from appearing for 250 steps after its use.|https://img.pokemondb.net/sprites/items/max-repel.png
Max Revive|A medicine that revives a fainted Pokémon. It fully restores the Pokémon's HP.|https://img.pokemondb.net/sprites/items/max-revive.png
Meadow Plate|Increases power of Grass-type moves. Changes Arceus' type to Grass.|https://img.pokemondb.net/sprites/items/meadow-plate.png
Medichamite|Enables Medicham to Mega Evolve during battle.|https://img.pokemondb.net/sprites/items/medichamite.png
Mental Herb|An item to be held by a Pokémon. It snaps the holder out of infatuation. It can be used only once.|https://img.pokemondb.net/sprites/items/mental-herb.png
Metagrossite|Enables Metagross to Mega Evolve during battle.|https://img.pokemondb.net/sprites/items/metagrossite.png
Metal Coat|Increases the power of Steel-type moves. Evolves Onix and Scyther when traded holding the item.|https://img.pokemondb.net/sprites/items/metal-coat.png
Metal Powder|Increases Defense when held by Ditto.|https://img.pokemondb.net/sprites/items/metal-powder.png
Metronome|Increases the power of moves used consecutively.|https://img.pokemondb.net/sprites/items/metronome.png
Mewnium Z|Allows Mew to upgrade Psychic to a Z-Move, Genesis Supernova.|https://img.pokemondb.net/sprites/items/mewnium-z.png
Mewtwonite X|Enables Mewtwo to Mega Evolve during battle.|https://img.pokemondb.net/sprites/items/mewtwonite-x.png
Mewtwonite Y|Enables Mewtwo to Mega Evolve during battle.|https://img.pokemondb.net/sprites/items/mewtwonite-y.png
Micle Berry|Increases a move's accuracy when HP is low.|https://img.pokemondb.net/sprites/items/micle-berry.png
Mighty Candy|Increases a Pokémon's Attack stat by 1.|https://img.pokemondb.net/sprites/items/mighty-candy.png
Mighty Candy L|Increases a Pokémon's Attack stat.|https://img.pokemondb.net/sprites/items/mighty-candy-l.png
Mighty Candy XL|Increases a Pokémon's Attack stat.|https://img.pokemondb.net/sprites/items/mighty-candy-xl.png
Mimikium Z|Allows Mimikyu to upgrade Play Rough to a Z-Move, Let's Snuggle Forever.|https://img.pokemondb.net/sprites/items/mimikium-z.png
Mind Plate|Increases power of Psychic-type moves. Changes Arceus' type to Psychic.|https://img.pokemondb.net/sprites/items/mind-plate.png
Miracle Seed|Increases the power of Grass-type moves.|https://img.pokemondb.net/sprites/items/miracle-seed.png
Misty Seed|An item to be held by a Pokémon. It boosts Sp. Def on Misty Terrain. It can only be used once.|https://img.pokemondb.net/sprites/items/misty-seed.png
Moomoo Milk|Milk with a very high nutrition content. It restores the HP of one Pokémon by 100 points.|https://img.pokemondb.net/sprites/items/moomoo-milk.png
Moon Ball|A Poké Ball for catching Pokémon that evolve using the Moon Stone.|https://img.pokemondb.net/sprites/items/moon-ball.png
Moon Stone|Evolves certain species of Pokémon.|https://img.pokemondb.net/sprites/items/moon-stone.png
Muscle Band|Increases the power of Physical-category moves.|https://img.pokemondb.net/sprites/items/muscle-band.png
Muscle Wing|Increases Attack EVs by 1.|https://img.pokemondb.net/sprites/items/muscle-wing.png
Mystic Water|Increases the power of Water-type moves.|https://img.pokemondb.net/sprites/items/mystic-water.png
Nanab Berry|A Berry to be used in cooking. Calms a Pokémon in battle, in Let's Go Pikachu/Eevee.|https://img.pokemondb.net/sprites/items/nanab-berry.png
Nest Ball|A somewhat different Poké Ball that works especially well on weaker Pokémon in the wild.|https://img.pokemondb.net/sprites/items/nest-ball.png
Net Ball|A somewhat different Poké Ball that works especially well on Water- and Bug-type Pokémon.|https://img.pokemondb.net/sprites/items/net-ball.png
Never-Melt Ice|Increases the power of Ice-type moves.|https://img.pokemondb.net/sprites/items/never-melt-ice.png
Nomel Berry|A Berry which is very rare in the Unova region. A maniac will buy it for a high price.|https://img.pokemondb.net/sprites/items/nomel-berry.png
Normal Gem|Increases the power of a Normal-type move only once.|https://img.pokemondb.net/sprites/items/normal-gem.png
Normalium Z|Allows the use of Breakneck Blitz, the Normal type Z-Move.|https://img.pokemondb.net/sprites/items/normalium-z.png
Nugget|A nugget of pure gold that gives off a lustrous gleam. It can be sold at a high price to shops.|https://img.pokemondb.net/sprites/items/nugget.png
Occa Berry|Weakens a supereffective Fire-type attack against the holding Pokémon.|https://img.pokemondb.net/sprites/items/occa-berry.png
Odd Incense|Increases the power of Psychic-type moves. Breeding Mr. Mime produces Mime Jr. when held.|https://img.pokemondb.net/sprites/items/odd-incense.png
Odd Keystone|A vital item that is needed to keep a stone tower from collapsing. Voices can be heard from it occasionally.|https://img.pokemondb.net/sprites/items/odd-keystone.png
Old Amber|A piece of amber that contains the genetic material of an ancient Pokémon. It is clear with a reddish tint.|https://img.pokemondb.net/sprites/items/old-amber.png
Old Gateau|Heals all major status conditions.|https://img.pokemondb.net/sprites/items/old-gateau.png
Oran Berry|If held by a Pokémon, it heals the user by just 10 HP.|https://img.pokemondb.net/sprites/items/oran-berry.png
Oval Charm|An oval charm said to increase the chance of Pokémon Eggs being found at the Day Care.|https://img.pokemondb.net/sprites/items/oval-charm.png
Oval Stone|Evolves Happiny when held.|https://img.pokemondb.net/sprites/items/oval-stone.png
Pamtre Berry|A Berry which is very rare in the Unova region. A maniac will buy it for a high price.|https://img.pokemondb.net/sprites/items/pamtre-berry.png
Paralyze Heal|A spray-type medicine. It eliminates paralysis from a single Pokémon.|https://img.pokemondb.net/sprites/items/paralyze-heal.png
Park Ball|A special Poké Ball for the Pal Park.|https://img.pokemondb.net/sprites/items/park-ball.png
Pass Orb|A mysterious orb containing the power of the Unova region, to be used when generating Pass Power.|https://img.pokemondb.net/sprites/items/pass-orb.png
Passho Berry|Weakens a supereffective Water-type attack against the holding Pokémon.|https://img.pokemondb.net/sprites/items/passho-berry.png
Payapa Berry|Weakens a supereffective Psychic-type attack against the holding Pokémon.|https://img.pokemondb.net/sprites/items/payapa-berry.png
Pearl|A somewhat-small pearl that sparkles in a pretty silver color. It can be sold cheaply to shops.|https://img.pokemondb.net/sprites/items/pearl.png
Pearl String|Very large pearls that sparkle in a pretty silver color. A maniac will buy them for a high price.|https://img.pokemondb.net/sprites/items/pearl-string.png
Pecha Berry|If held by a Pokémon, it recovers from poison.|https://img.pokemondb.net/sprites/items/pecha-berry.png
Permit|A permit that is needed to enter the Nature Preserve. Not many know about it.|https://img.pokemondb.net/sprites/items/permit.png
Persim Berry|If held by a Pokémon, it recovers from confusion.|https://img.pokemondb.net/sprites/items/persim-berry.png
Petaya Berry|Raises Special Attack when HP is low.|https://img.pokemondb.net/sprites/items/petaya-berry.png
Pewter Crunchies|Heals all major status conditions.|https://img.pokemondb.net/s.png
Pidgeotite|Enables Pidgeot to Mega Evolve during battle.|https://img.pokemondb.net/sprites/items/pidgeotite.png
Pikanium Z|Allows Pikachu to upgrade Volt Tackle to a Z-Move, Catastropika.|https://img.pokemondb.net/sprites/items/pikanium-z.png
Pikashunium Z|Allows Pikachu in a cap to upgrade Thunderbolt to a Z-Move, 10,000,000 Volt Thunderbolt.|https://img.pokemondb.net/sprites/items/pikashunium-z.png
Pinap Berry|A Berry to be used in cooking. Increases chances of getting items when a Pokémon is caught, in Pokémon Let's Go.|https://img.pokemondb.net/sprites/items/pinap-berry.png
Pink Apricorn|A pink Apricorn. It has a nice, sweet scent.|https://img.pokemondb.net/sprites/items/pink-apricorn.png
Pink Nectar|The flower nectar obtained at the flowering shrubs on Royal Avenue. It changes the form of certain species of Pokémon.|https://img.pokemondb.net/sprites/items/pink-nectar.png
Pink Scarf|Raises holder's Cute aspect in a Contest.|https://img.pokemondb.net/sprites/items/pink-scarf.png
Pinsirite|Enables Pinsir to Mega Evolve during battle.|https://img.pokemondb.net/sprites/items/pinsirite.png
Pixie Plate|Increases power of Fairy-type moves. Changes Arceus' type to Fairy.|https://img.pokemondb.net/sprites/items/pixie-plate.png
Plasma Card|A card key needed to enter the password inside the Plasma Frigate.|https://img.pokemondb.net/sprites/items/plasma-card.png
Plume Fossil|A fossil of an ancient Pokémon that flew in the sky in ancient times. It appears to be part of its wing.|https://img.pokemondb.net/sprites/items/plume-fossil.png
Poison Barb|Increases the power of Poison-type moves.|https://img.pokemondb.net/sprites/items/poison-barb.png
Poison Gem|Increases the power of a Poison-type move only once.|https://img.pokemondb.net/sprites/items/poison-gem.png
Poison Memory|Changes Silvally and its move Multi-Attack to Poison type.|https://img.pokemondb.net/sprites/items/poison-memory.png
Poisonium Z|Allows the use of Acid Downpour, the Poison type Z-Move.|https://img.pokemondb.net/sprites/items/poisonium-z.png
Poké Ball|A device for catching wild Pokémon. It is thrown like a ball at the target. It is designed as a capsule system.|https://img.pokemondb.net/sprites/items/poke-ball.png
Poké Doll|A doll that attracts Pokémon. Use it to flee from any battle with a wild Pokémon.|https://img.pokemondb.net/sprites/items/poke-doll.png
Poké Toy|An item that attracts Pokémon. Use it to flee from any battle with a wild Pokémon.|https://img.pokemondb.net/sprites/items/poke-toy.png
Polished Mud Ball||https://img.pokemondb.net/s.png
Pomeg Berry|Increases Friendship but lowers HP EVs.|https://img.pokemondb.net/sprites/items/pomeg-berry.png
Potion|Restores 20 HP.|https://img.pokemondb.net/sprites/items/potion.png
Power Anklet|A Pokémon held item that promotes Speed gain on leveling, but reduces the Speed stat.|https://img.pokemondb.net/sprites/items/power-anklet.png
Power Band|A Pokémon held item that promotes Sp. Def gain on leveling, but reduces the Speed stat.|https://img.pokemondb.net/sprites/items/power-band.png
Power Belt|A Pokémon held item that promotes Defense gain on leveling, but reduces the Speed stat.|https://img.pokemondb.net/sprites/items/power-belt.png
Power Bracer|A Pokémon held item that promotes Attack gain on leveling, but reduces the Speed stat.|https://img.pokemondb.net/sprites/items/power-bracer.png
Power Herb|A single-use item to be held by a Pokémon. It allows the immediate use of a move that charges on the first turn.|https://img.pokemondb.net/sprites/items/power-herb.png
Power Lens|A Pokémon held item that promotes Sp. Atk gain on leveling, but reduces the Speed stat.|https://img.pokemondb.net/sprites/items/power-lens.png
Power Plant Pass|This pass serves as an ID card for gaining access to the power plant that lies along Route 13.|https://img.pokemondb.net/sprites/items/power-plant-pass.png
Power Weight|A Pokémon held item that promotes HP gain on leveling, but reduces the Speed stat.|https://img.pokemondb.net/sprites/items/power-weight.png
PP Max|It maximally raises the top PP of a selected move that has been learned by the target Pokémon.|https://img.pokemondb.net/sprites/items/pp-max.png
PP Up|It slightly raises the maximum PP of a selected move that has been learned by the target Pokémon.|https://img.pokemondb.net/sprites/items/pp-up.png
Premier Ball|A somewhat rare Poké Ball that has been specially made to commemorate an event of some sort.|https://img.pokemondb.net/sprites/items/premier-ball.png
Pretty Wing|Though this feather is beautiful, it's just a regular feather and has no effect on Pokémon.|https://img.pokemondb.net/sprites/items/pretty-wing.png
Primarium Z|Allows Primarina to upgrade Sparkling Aria to a Z-Move, Oceanic Operetta.|https://img.pokemondb.net/sprites/items/primarium-z.png
Prism Scale|Evolves Feebas when traded holding the item.|https://img.pokemondb.net/sprites/items/prism-scale.png
Prison Bottle|Transforms Hoopa Confined to Hoopa Unbound.|https://img.pokemondb.net/sprites/items/prison-bottle.png
Prof's Letter|A letter that Professor Sycamore wrote to your mother. A faint but pleasant perfume seems to cling to the paper.|https://img.pokemondb.net/sprites/items/profs-letter.png
Protective Pads|An item to be held by a Pokémon. These pads protect the holder from effects caused by making direct contact with the target.|https://img.pokemondb.net/sprites/items/protective-pads.png
Protector|Evolves Rhydon when traded holding the item.|https://img.pokemondb.net/sprites/items/protector.png
Protein|Increases Attack EVs by 10.|https://img.pokemondb.net/sprites/items/protein.png
Psychic Gem|Increases the power of a Psychic-type move only once.|https://img.pokemondb.net/sprites/items/psychic-gem.png
Psychic Memory|Changes Silvally and its move Multi-Attack to Psychic type.|https://img.pokemondb.net/sprites/items/psychic-memory.png
Psychic Seed|An item to be held by a Pokémon. It boosts Sp. Def on Psychic Terrain. It can only be used once.|https://img.pokemondb.net/sprites/items/psychic-seed.png
Psychium Z|Allows the use of Shattered Psyche, the Psychic type Z-Move.|https://img.pokemondb.net/sprites/items/psychium-z.png
Pure Incense|Descreases the likelihood of meeting wild Pokémon. Breeding Chimecho produces Chingling when held.|https://img.pokemondb.net/sprites/items/pure-incense.png
Purple Nectar|A flower nectar obtained at Poni Meadow. It changes the form of certain species of Pokémon.|https://img.pokemondb.net/sprites/items/purple-nectar.png
Qualot Berry|Increases Friendship but lowers Defense EVs.|https://img.pokemondb.net/sprites/items/qualot-berry.png
Quick Ball|A somewhat different Poké Ball that provides a better catch rate if it is used at the start of a wild encounter.|https://img.pokemondb.net/sprites/items/quick-ball.png
Quick Candy|Increases a Pokémon's Speed stat by 1.|https://img.pokemondb.net/sprites/items/quick-candy.png
Quick Candy L|Increases a Pokémon's Speed stat.|https://img.pokemondb.net/sprites/items/quick-candy-l.png
Quick Candy XL|Increases a Pokémon's Speed stat.|https://img.pokemondb.net/sprites/items/quick-candy-xl.png
Quick Claw|An item to be held by a Pokémon. A light, sharp claw that lets the bearer move first occasionally.|https://img.pokemondb.net/sprites/items/quick-claw.png
Quick Powder|Increases Speed when held by Ditto.|https://img.pokemondb.net/sprites/items/quick-powder.png
Rabuta Berry|A Berry which is very rare in the Unova region. A maniac will buy it for a high price.|https://img.pokemondb.net/sprites/items/rabuta-berry.png
Rage Candy Bar|Heals all major status conditions.|https://img.pokemondb.net/sprites/items/rage-candy-bar.png
Rare Bone|A bone that is extremely valuable for Pokémon archeology. It can be sold for a high price to shops.|https://img.pokemondb.net/sprites/items/rare-bone.png
Rare Candy|A candy that is packed with energy. It raises the level of a single Pokémon by one.|https://img.pokemondb.net/sprites/items/rare-candy.png
Rawst Berry|If held by a Pokémon, it recovers from a burn.|https://img.pokemondb.net/sprites/items/rawst-berry.png
Razor Claw|Increases critical-hit ratio. Evolves Sneasel when held at night.|https://img.pokemondb.net/sprites/items/razor-claw.png
Razor Fang|May cause opponent to flinch. Evolves Gligar when held at night.|https://img.pokemondb.net/sprites/items/razor-fang.png
Razz Berry|A Berry which is very rare in the Unova region. A maniac will buy it for a high price.|https://img.pokemondb.net/sprites/items/razz-berry.png
Reaper Cloth|Evolves Dusclops when traded holding the item.|https://img.pokemondb.net/sprites/items/reaper-cloth.png
Red Apricorn|A red Apricorn. It assails your nostrils.|https://img.pokemondb.net/sprites/items/red-apricorn.png
Red Card|A card with a mysterious power. When the holder is struck by a foe, the attacker is removed from battle.|https://img.pokemondb.net/sprites/items/red-card.png
Red Flute|A toy flute made from red glass. A maniac will buy it for a high price.|https://img.pokemondb.net/sprites/items/red-flute.png
Red Nectar|A flower nectar obtained at Ula'ula Meadow. It changes the form of certain species of Pokémon.|https://img.pokemondb.net/sprites/items/red-nectar.png
Red Scarf|Raises holder's Cool aspect in a Contest.|https://img.pokemondb.net/sprites/items/red-scarf.png
Red Shard|A small red shard. It appears to be from some sort of implement made long ago.|https://img.pokemondb.net/sprites/items/red-shard.png
Relic Band|A bracelet made in a civilization about 3,000 years ago. A maniac will buy it for a high price.|https://img.pokemondb.net/sprites/items/relic-band.png
Relic Copper|A copper coin used in a civilization about 3,000 years ago. A maniac will buy it for a high price.|https://img.pokemondb.net/sprites/items/relic-copper.png
Relic Crown|A crown made in a civilization about 3,000 years ago. A maniac will buy it for a high price.|https://img.pokemondb.net/sprites/items/relic-crown.png
Relic Gold|A gold coin used in a civilization about 3,000 years ago. A maniac will buy it for a high price.|https://img.pokemondb.net/sprites/items/relic-gold.png
Relic Silver|A silver coin used in a civilization about 3,000 years ago. A maniac will buy it for a high price.|https://img.pokemondb.net/sprites/items/relic-silver.png
Relic Statue|A stone figure made in a civilization about 3,000 years ago. A maniac will buy it for a high price.|https://img.pokemondb.net/sprites/items/relic-statue.png
Relic Vase|A vase made in a civilization about 3,000 years ago. A maniac will buy it for a high price.|https://img.pokemondb.net/sprites/items/relic-vase.png
Repeat Ball|A somewhat different Poké Ball that works especially well on Pokémon species that were previously caught.|https://img.pokemondb.net/sprites/items/repeat-ball.png
Repel|An item that prevents weak wild Pokémon from appearing for 100 steps after its use.|https://img.pokemondb.net/sprites/items/repel.png
Reset Urge|When used, it restores any stat changes of an ally Pokémon.|https://img.pokemondb.net/sprites/items/reset-urge.png
Resist Wing|Increases Defense EVs by 1.|https://img.pokemondb.net/sprites/items/resist-wing.png
Reveal Glass|A looking glass that reveals the truth. It's a mysterious glass that returns a Pokémon to its original shape.|https://img.pokemondb.net/sprites/items/reveal-glass.png
Revival Herb|Revives a Pokémon to max HP, but lowers Friendship.|https://img.pokemondb.net/sprites/items/revival-herb.png
Revive|A medicine that revives a fainted Pokémon. It restores half the Pokémon's maximum HP.|https://img.pokemondb.net/sprites/items/revive.png
Rindo Berry|Weakens a supereffective Grass-type attack against the holding Pokémon.|https://img.pokemondb.net/sprites/items/rindo-berry.png
Ring Target|Moves that would otherwise have no effect will land on the Pokémon that holds it.|https://img.pokemondb.net/sprites/items/ring-target.png
Rock Gem|Increases the power of a Rock-type move only once.|https://img.pokemondb.net/sprites/items/rock-gem.png
Rock Incense|Increases the power of Rock-type moves. Breeding Sudowoodo produces Bonsly when held.|https://img.pokemondb.net/sprites/items/rock-incense.png
Rock Memory|Changes Silvally and its move Multi-Attack to Rock type.|https://img.pokemondb.net/sprites/items/rock-memory.png
Rockium Z|Allows the use of Continental Crush, the Rock type Z-Move.|https://img.pokemondb.net/sprites/items/rockium-z.png
Rocky Helmet|If the holder of this item takes damage, the attacker will also be damaged upon contact.|https://img.pokemondb.net/sprites/items/rocky-helmet.png
Roller Skates|Attaches roller skates to the bottom of your shoes, allowing you to glide quickly around and perform tricks.|https://img.pokemondb.net/sprites/items/roller-skates.png
Root Fossil|A fossil of an ancient Pokémon that lived in the sea. It appears to be part of a plant root.|https://img.pokemondb.net/sprites/items/root-fossil.png
Rose Incense|Increases the power of Grass-type moves. Breeding Roselia or Roserade produces Budew when held.|https://img.pokemondb.net/sprites/items/rose-incense.png
Roseli Berry|If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Fairy-type attack.|https://img.pokemondb.net/sprites/items/roseli-berry.png
Roto Bargain|Reduces the prices of products at Poké Marts by half.|https://img.pokemondb.net/sprites/items/roto-bargain.png
Roto Boost|Raises all stats of your battling Pokémon.|https://img.pokemondb.net/sprites/items/roto-boost.png
Roto Catch|Increases the chance to catch Pokémon a lot.|https://img.pokemondb.net/sprites/items/roto-catch.png
Roto Encounter|Increases the chance of encountering high-level wild Pokémon a lot for a certain period of time.|https://img.pokemondb.net/sprites/items/roto-encounter.png
Roto Exp. Points|Increases the Exp. Points your Pokémon receive after battle a little.|https://img.pokemondb.net/sprites/items/roto-exp-points.png
Roto Friendship|Helps Pokémon in your party grow friendly faster.|https://img.pokemondb.net/sprites/items/roto-friendship.png
Roto Hatch|Helps Eggs hatch faster.|https://img.pokemondb.net/sprites/items/roto-hatch.png
Roto HP Restore|Fully restores the HP of your battling Pokémon.|https://img.pokemondb.net/sprites/items/roto-hp-restore.png
Roto PP Restore|Fully restores the PP of your battling Pokémon.|https://img.pokemondb.net/sprites/items/roto-pp-restore.png
Roto Prize Money|Triples the prize money you receive after battle.|https://img.pokemondb.net/sprites/items/roto-prize-money.png
Roto Stealth|Prevents you from encountering wild Pokémon for a certain period of time.|https://img.pokemondb.net/sprites/items/roto-stealth.png
Rowap Berry|If held by a Pokémon and a special attack lands, the attacker also takes damage.|https://img.pokemondb.net/sprites/items/rowap-berry.png
Sablenite|Enables Sableye to Mega Evolve during battle.|https://img.pokemondb.net/sprites/items/sablenite.png
Sachet|Evolves Spritzee when traded holding the item.|https://img.pokemondb.net/sprites/items/sachet.png
Sacred Ash|It revives all fainted Pokémon. In doing so, it also fully restores their HP.|https://img.pokemondb.net/sprites/items/sacred-ash.png
Safari Ball|A special Poké Ball that is used only in the Great Marsh. It is decorated in a camouflage pattern.|https://img.pokemondb.net/sprites/items/safari-ball.png
Safety Goggles|Prevents damage from weather and powder.|https://img.pokemondb.net/sprites/items/safety-goggles.png
Salac Berry|Raises Speed when HP is low.|https://img.pokemondb.net/sprites/items/salac-berry.png
Salamencite|Enables Salamence to Mega Evolve during battle.|https://img.pokemondb.net/sprites/items/salamencite.png
Sceptilite|Enables Sceptile to Mega Evolve during battle.|https://img.pokemondb.net/sprites/items/sceptilite.png
Scizorite|Enables Scizor to Mega Evolve during battle.|https://img.pokemondb.net/sprites/items/scizorite.png
Scope Lens|Increases critical-hit ratio.|https://img.pokemondb.net/sprites/items/scope-lens.png
Sea Incense|Increases the power of Water-type moves. Breeding Marill or Azumarill produces Azurill when held.|https://img.pokemondb.net/sprites/items/sea-incense.png
Shalour Sable|Heals all major status conditions.|https://img.pokemondb.net/sprites/items/shalour-sable.png
Sharp Beak|Increases the power of Flying-type moves.|https://img.pokemondb.net/sprites/items/sharp-beak.png
Sharpedonite|Enables Sharpedo to Mega Evolve during battle.|https://img.pokemondb.net/sprites/items/sharpedonite.png
